data_ocorrencia,hora_ocorrencia,regiao_administrativa,tipo_crime,descricao_crime,sexo_vitima,idade_vitima,arma_utilizada,status
2023-01-21,03:45,Riacho Fundo,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,40,Não,registrado
2023-01-01,06:45,Riacho Fundo,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,51,Não,em investigação
2023-01-01,20:15,Riacho Fundo,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,45,Não,em investigação
2023-01-03,11:45,Riacho Fundo,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,35,Não,registrado
2023-01-17,17:00,Riacho Fundo,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,51,Não,em investigação
2023-01-05,02:00,Riacho Fundo,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,51,Não,registrado
2023-01-06,11:15,Riacho Fundo,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,43,Não,registrado
2023-01-01,06:00,Riacho Fundo,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,57,Não,em investigação
2023-01-19,21:45,Riacho Fundo,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,27,Não,registrado
2023-01-14,15:15,Riacho Fundo,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,56,Não,em investigação
2023-01-24,22:00,Riacho Fundo,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,36,Não,em investigação
2023-01-25,16:45,Riacho Fundo,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,39,Não,registrado
2023-01-07,03:00,Riacho Fundo,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,33,Não,arquivado
2023-01-19,05:45,Riacho Fundo,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,50,Não,em investigação
2023-01-09,07:15,Riacho Fundo,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,57,Não,registrado
2023-01-19,20:30,Riacho Fundo,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,52,Não,em investigação
2023-01-28,16:15,Riacho Fundo,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,40,Não,arquivado
2023-01-05,19:00,Riacho Fundo,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,28,Não,em investigação
2023-01-20,13:45,Riacho Fundo,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,43,Não,registrado
2023-01-27,20:15,Riacho Fundo,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,36,Não,em investigação
2023-01-02,21:30,Riacho Fundo,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,21,Não,em investigação
2023-01-16,09:00,Riacho Fundo,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,58,Não,registrado
2023-01-23,09:15,Riacho Fundo,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,29,Não,registrado
2023-01-06,13:45,Riacho Fundo,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,53,Não,registrado
2023-01-20,19:45,Riacho Fundo,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,45,Não,registrado
2023-01-14,10:45,Riacho Fundo,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,45,Não,registrado
2023-01-17,05:45,Riacho Fundo,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,40,Não,em investigação
2023-01-14,21:00,Riacho Fundo,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,50,Não,em investigação
2023-01-31,03:45,Riacho Fundo,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,36,Não,em investigação
2023-01-09,10:30,Riacho Fundo,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,41,Não,registrado
2023-01-15,08:45,Riacho Fundo,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,63,Não,registrado
2023-01-26,01:30,Riacho Fundo,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,70,Não,em investigação
2023-01-03,03:15,Riacho Fundo,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,60,Não,registrado
2023-01-09,04:15,Riacho Fundo,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,60,Não,arquivado
2023-01-01,15:45,Riacho Fundo,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,20,Não,registrado
2023-01-24,05:15,Riacho Fundo,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,38,Não,registrado
2023-01-31,18:45,Riacho Fundo,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,59,Não,arquivado
2023-01-25,17:30,Riacho Fundo,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,64,Não,registrado
2023-01-06,04:00,Riacho Fundo,POSSE/PORTE DE ARMA,Ocorrência registrada.,Masculino,17,Não,registrado
2023-01-14,11:00,Riacho Fundo,POSSE/PORTE DE ARMA,Ocorrência registrada.,Feminino,28,Não,registrado
2023-01-26,01:45,Riacho Fundo,POSSE/PORTE DE ARMA,Ocorrência registrada.,Masculino,29,Não,registrado
2023-01-19,17:15,Riacho Fundo,POSSE/PORTE DE ARMA,Ocorrência registrada.,Feminino,21,Não,registrado
2023-01-11,07:45,Riacho Fundo,POSSE/PORTE DE ARMA,Ocorrência registrada.,Masculino,33,Não,em investigação
2023-01-11,14:15,Riacho Fundo,POSSE/PORTE DE ARMA,Ocorrência registrada.,Feminino,62,Não,em investigação
2023-01-30,14:45,Riacho Fundo,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,46,Não,em investigação
2023-01-03,09:30,Riacho Fundo,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,36,Não,registrado
2023-01-02,23:00,Riacho Fundo,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,63,Sim,registrado
2023-01-15,01:30,Riacho Fundo,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,55,Sim,registrado
2023-01-20,09:15,Riacho Fundo,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Masculino,34,Não,registrado
2023-01-24,20:15,Riacho Fundo,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,15,Não,registrado
2023-01-28,23:45,Riacho Fundo,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Masculino,58,Não,registrado
2023-01-13,22:30,Riacho Fundo,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Masculino,59,Não,em investigação
2023-01-01,17:30,Riacho Fundo,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Feminino,29,Não,registrado
2023-01-22,00:00,Riacho Fundo,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Masculino,42,Não,registrado
2023-01-01,00:30,Riacho Fundo,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Masculino,58,Não,arquivado
2023-01-23,12:30,Riacho Fundo,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Feminino,63,Não,em investigação
2023-01-11,20:30,Riacho Fundo,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,62,Não,registrado
2023-01-11,01:15,Riacho Fundo,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,19,Não,em investigação
2023-01-06,15:00,Riacho Fundo,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,40,Não,em investigação
2023-01-13,11:30,Riacho Fundo,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,51,Não,registrado
2023-01-24,20:45,Riacho Fundo,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,24,Não,registrado
2023-01-17,21:30,Riacho Fundo,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,23,Não,em investigação
2023-01-17,16:15,Riacho Fundo,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,46,Não,registrado
2023-01-09,13:00,Riacho Fundo,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,15,Não,em investigação
2023-01-14,14:30,Riacho Fundo,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,20,Não,registrado
2023-01-04,04:00,Riacho Fundo,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,52,Não,registrado
2023-01-26,10:45,Riacho Fundo,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,40,Não,registrado
2023-01-14,10:00,Riacho Fundo,USO E PORTE DE DROGAS,Ocorrência registrada.,Masculino,42,Não,em investigação
2023-01-03,16:15,Riacho Fundo,USO E PORTE DE DROGAS,Ocorrência registrada.,Masculino,54,Não,registrado
2023-01-14,15:30,Riacho Fundo,USO E PORTE DE DROGAS,Ocorrência registrada.,Masculino,43,Não,em investigação
2023-01-31,08:45,Riacho Fundo,USO E PORTE DE DROGAS,Ocorrência registrada.,Masculino,69,Não,em investigação
2023-01-17,02:45,Riacho Fundo,USO E PORTE DE DROGAS,Ocorrência registrada.,Masculino,27,Não,em investigação
2023-01-28,18:15,Riacho Fundo,USO E PORTE DE DROGAS,Ocorrência registrada.,Feminino,16,Não,arquivado
2023-01-11,12:45,Riacho Fundo,USO E PORTE DE DROGAS,Ocorrência registrada.,Feminino,22,Não,registrado
2023-01-05,14:45,Riacho Fundo,USO E PORTE DE DROGAS,Ocorrência registrada.,Masculino,65,Não,em investigação
2023-01-03,00:45,Riacho Fundo,USO E PORTE DE DROGAS,Ocorrência registrada.,Feminino,22,Não,em investigação
2023-01-09,20:45,Riacho Fundo,USO E PORTE DE DROGAS,Ocorrência registrada.,Masculino,35,Não,registrado
2023-01-19,10:30,Riacho Fundo,USO E PORTE DE DROGAS,Ocorrência registrada.,Masculino,24,Não,registrado
2023-01-23,13:15,Riacho Fundo,USO E PORTE DE DROGAS,Ocorrência registrada.,Masculino,26,Não,em investigação
2023-01-16,10:30,Riacho Fundo,USO E PORTE DE DROGAS,Ocorrência registrada.,Feminino,35,Não,arquivado
2023-01-09,23:30,Riacho Fundo,USO E PORTE DE DROGAS,Ocorrência registrada.,Feminino,20,Não,em investigação
2023-01-18,16:00,Riacho Fundo,USO E PORTE DE DROGAS,Ocorrência registrada.,Masculino,31,Não,em investigação
2023-01-24,04:30,Riacho Fundo,USO E PORTE DE DROGAS,Ocorrência registrada.,Feminino,67,Não,registrado
2023-01-30,20:30,Riacho Fundo,USO E PORTE DE DROGAS,Ocorrência registrada.,Masculino,41,Não,registrado
2023-01-17,10:30,Riacho Fundo,USO E PORTE DE DROGAS,Ocorrência registrada.,Feminino,43,Não,registrado
2023-01-10,04:45,Riacho Fundo,USO E PORTE DE DROGAS,Ocorrência registrada.,Feminino,35,Não,arquivado
2023-01-21,04:00,Riacho Fundo,USO E PORTE DE DROGAS,Ocorrência registrada.,Feminino,29,Não,registrado
2023-01-19,06:30,Riacho Fundo,USO E PORTE DE DROGAS,Ocorrência registrada.,Masculino,70,Não,registrado
2023-01-10,13:15,Riacho Fundo,USO E PORTE DE DROGAS,Ocorrência registrada.,Masculino,69,Não,registrado
2023-01-12,18:45,Riacho Fundo,USO E PORTE DE DROGAS,Ocorrência registrada.,Masculino,67,Não,registrado
2023-01-27,22:30,Riacho Fundo,USO E PORTE DE DROGAS,Ocorrência registrada.,Masculino,64,Não,registrado
2023-01-13,20:00,Riacho Fundo,USO E PORTE DE DROGAS,Ocorrência registrada.,Masculino,26,Não,arquivado
2023-01-18,21:15,Riacho Fundo,USO E PORTE DE DROGAS,Ocorrência registrada.,Feminino,32,Não,registrado
2023-01-26,14:15,Riacho Fundo,USO E PORTE DE DROGAS,Ocorrência registrada.,Masculino,43,Não,registrado
2023-01-01,18:30,Riacho Fundo,USO E PORTE DE DROGAS,Ocorrência registrada.,Feminino,42,Não,em investigação
2023-01-30,01:15,Riacho Fundo,USO E PORTE DE DROGAS,Ocorrência registrada.,Masculino,32,Não,registrado
2023-01-27,18:00,Riacho Fundo Ii,ESTUPRO,Vítima alega abuso em via pública.,Feminino,16,Não,registrado
2023-01-08,08:45,Riacho Fundo Ii,ESTUPRO,Vítima alega abuso em via pública.,Feminino,22,Não,arquivado
2023-01-30,14:45,Riacho Fundo Ii,ESTUPRO,Vítima alega abuso em via pública.,Feminino,12,Não,em investigação
2023-01-22,23:15,Riacho Fundo Ii,ESTUPRO,Vítima alega abuso em via pública.,Feminino,15,Não,registrado
2023-01-27,12:15,Riacho Fundo Ii,FURTO A TRANSEUNTE,Subtração de celular sem uso de violência.,Feminino,30,Não,em investigação
2023-01-22,10:00,Riacho Fundo Ii,FURTO A TRANSEUNTE,Subtração de celular sem uso de violência.,Feminino,55,Não,em investigação
2023-01-27,05:00,Riacho Fundo Ii,FURTO A TRANSEUNTE,Subtração de celular sem uso de violência.,Feminino,70,Não,registrado
2023-01-16,09:00,Riacho Fundo Ii,FURTO A TRANSEUNTE,Subtração de celular sem uso de violência.,Masculino,16,Não,registrado
2023-01-24,15:15,Riacho Fundo Ii,FURTO A TRANSEUNTE,Subtração de celular sem uso de violência.,Feminino,40,Não,em investigação
2023-01-04,20:30,Riacho Fundo Ii,FURTO A TRANSEUNTE,Subtração de celular sem uso de violência.,Feminino,38,Não,registrado
2023-01-01,21:30,Riacho Fundo Ii,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,46,Não,registrado
2023-01-02,05:30,Riacho Fundo Ii,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,50,Não,em investigação
2023-01-27,10:15,Riacho Fundo Ii,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,58,Não,em investigação
2023-01-23,05:30,Riacho Fundo Ii,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,27,Não,registrado
2023-01-24,05:30,Riacho Fundo Ii,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,34,Não,em investigação
2023-01-08,20:00,Riacho Fundo Ii,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,60,Não,em investigação
2023-01-19,19:15,Riacho Fundo Ii,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,56,Não,registrado
2023-01-20,03:15,Riacho Fundo Ii,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,55,Não,registrado
2023-01-02,00:00,Riacho Fundo Ii,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,44,Não,em investigação
2023-01-30,05:30,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,28,Não,em investigação
2023-01-02,19:30,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,42,Não,em investigação
2023-01-17,18:30,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,70,Não,registrado
2023-01-22,21:45,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,15,Não,em investigação
2023-01-13,18:45,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,24,Não,em investigação
2023-01-03,15:15,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,27,Não,em investigação
2023-01-31,15:45,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,59,Não,em investigação
2023-01-25,12:00,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,36,Não,registrado
2023-01-17,07:15,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,35,Não,registrado
2023-01-27,05:30,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,46,Não,registrado
2023-01-10,11:15,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,64,Não,registrado
2023-01-20,23:30,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,37,Não,arquivado
2023-01-04,12:15,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,37,Não,registrado
2023-01-10,21:45,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,68,Não,registrado
2023-01-23,10:45,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,23,Não,em investigação
2023-01-28,21:15,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,17,Não,registrado
2023-01-10,19:00,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,19,Não,registrado
2023-01-16,23:15,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,15,Não,registrado
2023-01-31,01:30,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,48,Não,registrado
2023-01-07,03:30,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,28,Não,em investigação
2023-01-09,01:45,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,70,Não,arquivado
2023-01-02,23:45,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,63,Não,em investigação
2023-01-06,11:30,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,70,Não,registrado
2023-01-11,04:00,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,16,Não,registrado
2023-01-01,06:15,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,53,Não,em investigação
2023-01-05,23:30,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,46,Não,em investigação
2023-01-23,14:45,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,20,Não,em investigação
2023-01-03,06:15,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,18,Não,registrado
2023-01-30,19:00,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,63,Não,arquivado
2023-01-03,10:00,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,62,Não,registrado
2023-01-25,18:00,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,20,Não,registrado
2023-01-02,19:00,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,45,Não,em investigação
2023-01-19,11:15,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,42,Não,registrado
2023-01-20,13:15,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,60,Não,registrado
2023-01-25,08:45,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,41,Não,em investigação
2023-01-16,09:30,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,54,Não,registrado
2023-01-05,13:00,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,69,Não,registrado
2023-01-22,10:00,Riacho Fundo Ii,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,51,Não,registrado
2023-01-10,18:30,Riacho Fundo Ii,POSSE/PORTE DE ARMA,Ocorrência registrada.,Feminino,18,Não,registrado
2023-01-28,19:00,Riacho Fundo Ii,POSSE/PORTE DE ARMA,Ocorrência registrada.,Feminino,43,Não,registrado
2023-01-23,09:00,Riacho Fundo Ii,POSSE/PORTE DE ARMA,Ocorrência registrada.,Masculino,67,Não,em investigação
2023-01-09,14:00,Riacho Fundo Ii,POSSE/PORTE DE ARMA,Ocorrência registrada.,Feminino,55,Não,em investigação
2023-01-18,18:45,Riacho Fundo Ii,POSSE/PORTE DE ARMA,Ocorrência registrada.,Feminino,37,Não,registrado
2023-01-17,19:00,Riacho Fundo Ii,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,69,Sim,em investigação
2023-01-21,17:45,Riacho Fundo Ii,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Masculino,45,Não,em investigação
2023-01-11,08:15,Riacho Fundo Ii,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,20,Sim,registrado
2023-01-31,08:45,Riacho Fundo Ii,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,47,Sim,registrado
2023-01-06,08:15,Riacho Fundo Ii,ROUBO EM RESIDÊNCIA,Ocorrência registrada.,Masculino,61,Sim,arquivado
2023-01-14,20:15,Riacho Fundo Ii,ROUBO EM RESIDÊNCIA,Ocorrência registrada.,Feminino,30,Não,registrado
2023-01-01,22:30,Riacho Fundo Ii,ROUBO EM RESIDÊNCIA,Ocorrência registrada.,Feminino,22,Sim,arquivado
2023-01-10,13:15,Riacho Fundo Ii,ROUBO EM RESIDÊNCIA,Ocorrência registrada.,Feminino,56,Sim,em investigação
2023-01-16,22:45,Riacho Fundo Ii,ROUBO EM RESIDÊNCIA,Ocorrência registrada.,Feminino,38,Não,em investigação
2023-01-19,14:00,Riacho Fundo Ii,ROUBO EM RESIDÊNCIA,Ocorrência registrada.,Feminino,15,Não,registrado
2023-01-19,14:00,Riacho Fundo Ii,ROUBO EM RESIDÊNCIA,Ocorrência registrada.,Masculino,56,Sim,registrado
2023-01-25,20:15,Riacho Fundo Ii,ROUBO EM RESIDÊNCIA,Ocorrência registrada.,Feminino,45,Não,registrado
2023-01-14,06:00,Riacho Fundo Ii,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Feminino,53,Não,registrado
2023-01-31,00:00,Riacho Fundo Ii,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Masculino,43,Não,registrado
2023-01-12,11:45,Riacho Fundo Ii,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Masculino,49,Não,registrado
2023-01-14,21:45,Riacho Fundo Ii,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Feminino,34,Não,registrado
2023-01-09,11:30,Riacho Fundo Ii,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Masculino,51,Não,em investigação
2023-01-19,01:00,Riacho Fundo Ii,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Masculino,33,Não,arquivado
2023-01-12,04:45,Riacho Fundo Ii,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Masculino,50,Não,em investigação
2023-01-28,01:30,Riacho Fundo Ii,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Masculino,58,Não,registrado
2023-01-04,21:30,Riacho Fundo Ii,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,23,Não,registrado
2023-01-04,14:45,Riacho Fundo Ii,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,44,Não,registrado
2023-01-25,09:30,Riacho Fundo Ii,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,17,Não,registrado
2023-01-17,23:45,Riacho Fundo Ii,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,19,Não,em investigação
2023-01-12,05:30,Riacho Fundo Ii,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,53,Não,registrado
2023-01-04,13:30,Riacho Fundo Ii,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,56,Não,em investigação
2023-01-06,04:30,Riacho Fundo Ii,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,66,Não,em investigação
2023-01-16,05:45,Riacho Fundo Ii,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,28,Não,arquivado
2023-01-25,06:15,Riacho Fundo Ii,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,47,Não,em investigação
2023-01-02,00:00,Riacho Fundo Ii,USO E PORTE DE DROGAS,Ocorrência registrada.,Masculino,46,Não,registrado
2023-01-13,00:15,Riacho Fundo Ii,USO E PORTE DE DROGAS,Ocorrência registrada.,Masculino,39,Não,registrado
2023-01-12,21:30,Riacho Fundo Ii,USO E PORTE DE DROGAS,Ocorrência registrada.,Masculino,65,Não,em investigação
2023-01-24,03:45,Riacho Fundo Ii,USO E PORTE DE DROGAS,Ocorrência registrada.,Masculino,46,Não,registrado
2023-01-25,11:15,Riacho Fundo Ii,USO E PORTE DE DROGAS,Ocorrência registrada.,Masculino,38,Não,em investigação
2023-01-31,00:45,Riacho Fundo Ii,USO E PORTE DE DROGAS,Ocorrência registrada.,Masculino,24,Não,registrado
2023-01-02,04:45,Riacho Fundo Ii,USO E PORTE DE DROGAS,Ocorrência registrada.,Feminino,58,Não,arquivado
2023-01-26,01:45,Riacho Fundo Ii,USO E PORTE DE DROGAS,Ocorrência registrada.,Feminino,66,Não,registrado
2023-01-07,03:30,Riacho Fundo Ii,USO E PORTE DE DROGAS,Ocorrência registrada.,Feminino,46,Não,em investigação
2023-01-19,06:30,Riacho Fundo Ii,USO E PORTE DE DROGAS,Ocorrência registrada.,Masculino,54,Não,em investigação
2023-01-09,08:15,Riacho Fundo Ii,USO E PORTE DE DROGAS,Ocorrência registrada.,Feminino,26,Não,registrado
