data_ocorrencia,hora_ocorrencia,regiao_administrativa,tipo_crime,sexo_vitima,idade_vitima,risco
2023-01-02,12:15,17,10,1,69,1.0124073498391463e-06
2023-01-17,08:45,17,10,2,32,1.0124073498391463e-06
2023-01-30,23:45,17,10,1,66,1.0124073498391463e-06
2023-01-21,23:00,17,10,1,50,1.0124073498391463e-06
2023-01-09,16:00,17,10,1,22,1.0124073498391463e-06
2023-01-29,07:45,17,10,2,70,1.0124073498391463e-06
2023-01-18,04:30,17,10,1,33,1.0124073498391463e-06
2023-01-01,06:45,17,10,2,52,1.0124073498391463e-06
2023-01-27,18:45,17,10,1,41,1.0124073498391463e-06
2023-01-07,12:45,17,10,1,41,1.0124073498391463e-06
2023-01-05,01:30,17,10,2,36,1.0124073498391463e-06
2023-01-12,16:45,17,10,1,60,1.0124073498391463e-06
2023-01-06,08:45,17,10,2,19,1.0124073498391463e-06
2023-01-12,23:00,17,10,2,43,1.0124073498391463e-06
2023-01-17,16:30,17,10,1,28,1.0124073498391463e-06
2023-01-15,17:00,17,10,2,34,1.0124073498391463e-06
2023-01-13,15:00,17,10,1,28,1.0124073498391463e-06
2023-01-18,05:15,17,10,2,43,1.0124073498391463e-06
2023-01-12,09:45,17,10,1,62,1.0124073498391463e-06
2023-01-11,10:30,17,10,2,38,1.0124073498391463e-06
2023-01-31,12:30,17,10,2,15,1.0124073498391463e-06
2023-01-15,01:30,17,10,2,43,1.0124073498391463e-06
2023-01-07,10:30,17,10,1,38,1.0124073498391463e-06
2023-01-16,15:30,17,10,1,40,1.0124073498391463e-06
2023-01-21,06:15,17,10,1,70,1.0124073498391463e-06
2023-01-28,10:00,17,11,1,18,1.0124073498391463e-06
2023-01-15,03:00,17,11,2,42,1.0124073498391463e-06
2023-01-29,21:45,17,11,2,51,1.0124073498391463e-06
2023-01-04,23:45,17,11,1,36,1.0124073498391463e-06
2023-01-08,17:00,17,11,1,34,1.0124073498391463e-06
2023-01-21,11:30,17,11,1,52,1.0124073498391463e-06
2023-01-30,09:45,17,11,1,18,1.0124073498391463e-06
2023-01-17,02:45,17,11,2,31,1.0124073498391463e-06
2023-01-18,05:30,17,11,2,55,1.0124073498391463e-06
2023-01-22,19:45,17,11,1,44,1.0124073498391463e-06
2023-01-13,23:45,17,11,2,51,1.0124073498391463e-06
2023-01-20,02:00,17,11,2,20,1.0124073498391463e-06
2023-01-09,04:30,17,11,2,65,1.0124073498391463e-06
2023-01-15,23:00,17,11,1,17,1.0124073498391463e-06
2023-01-10,20:00,17,11,2,51,1.0124073498391463e-06
2023-01-05,07:15,17,11,2,69,1.0124073498391463e-06
2023-01-17,00:00,17,11,1,25,1.0124073498391463e-06
2023-01-03,03:15,17,11,1,22,1.0124073498391463e-06
2023-01-11,00:00,17,11,1,15,1.0124073498391463e-06
2023-01-04,10:45,17,11,1,63,1.0124073498391463e-06
2023-01-04,16:45,17,11,2,24,1.0124073498391463e-06
2023-01-20,20:15,17,11,2,24,1.0124073498391463e-06
2023-01-07,21:30,17,11,1,62,1.0124073498391463e-06
2023-01-27,10:00,17,11,2,42,1.0124073498391463e-06
2023-01-01,02:15,17,11,2,67,1.0124073498391463e-06
2023-01-14,17:45,17,11,2,19,1.0124073498391463e-06
2023-01-15,12:00,17,11,2,49,1.0124073498391463e-06
2023-01-03,00:45,17,11,2,39,1.0124073498391463e-06
2023-01-24,11:15,17,11,2,57,1.0124073498391463e-06
2023-01-20,06:45,17,11,2,37,1.0124073498391463e-06
2023-01-12,06:15,17,11,2,70,1.0124073498391463e-06
2023-01-22,18:45,17,11,2,60,1.0124073498391463e-06
2023-01-16,15:15,17,11,2,31,1.0124073498391463e-06
2023-01-27,17:45,17,11,1,21,1.0124073498391463e-06
2023-01-03,20:45,17,11,2,47,1.0124073498391463e-06
2023-01-02,15:15,17,11,1,21,1.0124073498391463e-06
2023-01-23,03:00,17,11,1,60,1.0124073498391463e-06
2023-01-23,08:30,17,11,1,26,1.0124073498391463e-06
2023-01-24,04:15,17,11,1,37,1.0124073498391463e-06
2023-01-19,17:30,17,11,2,29,1.0124073498391463e-06
2023-01-17,21:15,17,11,2,66,1.0124073498391463e-06
2023-01-05,10:15,17,11,2,41,1.0124073498391463e-06
2023-01-07,11:45,17,11,2,25,1.0124073498391463e-06
2023-01-17,12:30,17,11,1,59,1.0124073498391463e-06
2023-01-03,12:45,17,11,1,35,1.0124073498391463e-06
2023-01-26,17:00,17,11,2,41,1.0124073498391463e-06
2023-01-09,06:45,17,11,2,63,1.0124073498391463e-06
2023-01-22,10:45,17,11,1,63,1.0124073498391463e-06
2023-01-20,20:00,17,11,1,63,1.0124073498391463e-06
2023-01-21,13:00,17,11,1,44,1.0124073498391463e-06
2023-01-05,11:30,17,11,1,61,1.0124073498391463e-06
2023-01-13,11:00,17,11,1,37,1.0124073498391463e-06
2023-01-22,11:30,17,11,1,16,1.0124073498391463e-06
2023-01-23,07:00,17,11,1,64,1.0124073498391463e-06
2023-01-31,00:30,17,11,2,46,1.0124073498391463e-06
2023-01-26,01:30,17,11,2,21,1.0124073498391463e-06
2023-01-16,21:45,17,11,2,70,1.0124073498391463e-06
2023-01-16,09:45,17,11,2,29,1.0124073498391463e-06
2023-01-07,08:30,17,11,2,31,1.0124073498391463e-06
2023-01-17,09:30,17,11,1,28,1.0124073498391463e-06
2023-01-24,12:45,18,2,2,69,6.205787953928231e-07
2023-01-05,04:30,18,2,2,55,6.205787953928231e-07
2023-01-22,07:30,18,2,1,50,6.205787953928231e-07
2023-01-26,11:15,18,2,2,20,6.205787953928231e-07
2023-01-06,21:30,18,2,2,37,6.205787953928231e-07
2023-01-24,23:30,18,2,2,16,6.205787953928231e-07
2023-01-30,14:00,18,2,2,44,6.205787953928231e-07
2023-01-09,21:45,18,3,1,34,6.205787953928231e-07
2023-01-20,22:00,18,3,1,56,6.205787953928231e-07
2023-01-25,19:15,18,3,1,46,6.205787953928231e-07
2023-01-12,03:00,18,3,1,30,6.205787953928231e-07
2023-01-28,14:00,18,3,1,46,6.205787953928231e-07
2023-01-26,13:45,18,3,2,45,6.205787953928231e-07
2023-01-01,17:15,18,3,1,55,6.205787953928231e-07
2023-01-10,01:45,18,3,1,34,6.205787953928231e-07
2023-01-21,03:45,18,3,1,40,6.205787953928231e-07
2023-01-01,06:45,18,3,2,51,6.205787953928231e-07
2023-01-01,20:15,18,3,1,45,6.205787953928231e-07
2023-01-03,11:45,18,3,1,35,6.205787953928231e-07
2023-01-17,17:00,18,3,2,51,6.205787953928231e-07
2023-01-05,02:00,18,3,1,51,6.205787953928231e-07
2023-01-06,11:15,18,3,1,43,6.205787953928231e-07
2023-01-01,06:00,18,3,1,57,6.205787953928231e-07
2023-01-19,21:45,18,3,2,27,6.205787953928231e-07
2023-01-14,15:15,18,3,2,56,6.205787953928231e-07
2023-01-24,22:00,18,3,1,36,6.205787953928231e-07
2023-01-25,16:45,18,3,2,39,6.205787953928231e-07
2023-01-07,03:00,18,3,2,33,6.205787953928231e-07
2023-01-19,05:45,18,3,1,50,6.205787953928231e-07
2023-01-09,07:15,18,3,1,57,6.205787953928231e-07
2023-01-19,20:30,18,3,1,52,6.205787953928231e-07
2023-01-28,16:15,18,3,2,40,6.205787953928231e-07
2023-01-05,19:00,18,3,2,28,6.205787953928231e-07
2023-01-20,13:45,18,3,1,43,6.205787953928231e-07
2023-01-27,20:15,18,3,1,36,6.205787953928231e-07
2023-01-02,21:30,18,4,1,21,6.205787953928231e-07
2023-01-16,09:00,18,4,1,58,6.205787953928231e-07
2023-01-23,09:15,18,4,2,29,6.205787953928231e-07
2023-01-06,13:45,18,4,1,53,6.205787953928231e-07
2023-01-20,19:45,18,4,1,45,6.205787953928231e-07
2023-01-14,10:45,18,4,1,45,6.205787953928231e-07
2023-01-17,05:45,18,4,1,40,6.205787953928231e-07
2023-01-14,21:00,18,4,1,50,6.205787953928231e-07
2023-01-31,03:45,18,4,1,36,6.205787953928231e-07
2023-01-09,10:30,18,4,2,41,6.205787953928231e-07
2023-01-15,08:45,18,4,1,63,6.205787953928231e-07
2023-01-26,01:30,18,4,1,70,6.205787953928231e-07
2023-01-03,03:15,18,4,1,60,6.205787953928231e-07
2023-01-09,04:15,18,4,1,60,6.205787953928231e-07
2023-01-01,15:45,18,4,1,20,6.205787953928231e-07
2023-01-24,05:15,18,4,2,38,6.205787953928231e-07
2023-01-31,18:45,18,4,1,59,6.205787953928231e-07
2023-01-25,17:30,18,4,1,64,6.205787953928231e-07
2023-01-06,04:00,18,5,1,17,6.205787953928231e-07
2023-01-14,11:00,18,5,2,28,6.205787953928231e-07
2023-01-26,01:45,18,5,1,29,6.205787953928231e-07
2023-01-19,17:15,18,5,2,21,6.205787953928231e-07
2023-01-11,07:45,18,5,1,33,6.205787953928231e-07
2023-01-11,14:15,18,5,2,62,6.205787953928231e-07
2023-01-30,14:45,18,6,2,46,6.205787953928231e-07
2023-01-03,09:30,18,6,2,36,6.205787953928231e-07
2023-01-02,23:00,18,6,2,63,6.205787953928231e-07
2023-01-15,01:30,18,6,2,55,6.205787953928231e-07
2023-01-20,09:15,18,6,1,34,6.205787953928231e-07
2023-01-24,20:15,18,6,2,15,6.205787953928231e-07
2023-01-28,23:45,18,8,1,58,6.205787953928231e-07
2023-01-13,22:30,18,8,1,59,6.205787953928231e-07
2023-01-01,17:30,18,8,2,29,6.205787953928231e-07
2023-01-22,00:00,18,8,1,42,6.205787953928231e-07
2023-01-01,00:30,18,8,1,58,6.205787953928231e-07
2023-01-23,12:30,18,8,2,63,6.205787953928231e-07
2023-01-11,20:30,18,10,1,62,6.205787953928231e-07
2023-01-11,01:15,18,10,2,19,6.205787953928231e-07
2023-01-06,15:00,18,10,1,40,6.205787953928231e-07
2023-01-13,11:30,18,10,2,51,6.205787953928231e-07
2023-01-24,20:45,18,10,1,24,6.205787953928231e-07
2023-01-17,21:30,18,10,1,23,6.205787953928231e-07
2023-01-17,16:15,18,10,2,46,6.205787953928231e-07
2023-01-09,13:00,18,10,1,15,6.205787953928231e-07
2023-01-14,14:30,18,10,2,20,6.205787953928231e-07
2023-01-04,04:00,18,10,1,52,6.205787953928231e-07
2023-01-26,10:45,18,10,1,40,6.205787953928231e-07
2023-01-14,10:00,18,11,1,42,6.205787953928231e-07
2023-01-03,16:15,18,11,1,54,6.205787953928231e-07
2023-01-14,15:30,18,11,1,43,6.205787953928231e-07
2023-01-31,08:45,18,11,1,69,6.205787953928231e-07
2023-01-17,02:45,18,11,1,27,6.205787953928231e-07
2023-01-28,18:15,18,11,2,16,6.205787953928231e-07
2023-01-11,12:45,18,11,2,22,6.205787953928231e-07
2023-01-05,14:45,18,11,1,65,6.205787953928231e-07
2023-01-03,00:45,18,11,2,22,6.205787953928231e-07
2023-01-09,20:45,18,11,1,35,6.205787953928231e-07
2023-01-19,10:30,18,11,1,24,6.205787953928231e-07
2023-01-23,13:15,18,11,1,26,6.205787953928231e-07
2023-01-16,10:30,18,11,2,35,6.205787953928231e-07
2023-01-09,23:30,18,11,2,20,6.205787953928231e-07
2023-01-18,16:00,18,11,1,31,6.205787953928231e-07
2023-01-24,04:30,18,11,2,67,6.205787953928231e-07
2023-01-30,20:30,18,11,1,41,6.205787953928231e-07
2023-01-17,10:30,18,11,2,43,6.205787953928231e-07
2023-01-10,04:45,18,11,2,35,6.205787953928231e-07
2023-01-21,04:00,18,11,2,29,6.205787953928231e-07
2023-01-19,06:30,18,11,1,70,6.205787953928231e-07
2023-01-10,13:15,18,11,1,69,6.205787953928231e-07
2023-01-12,18:45,18,11,1,67,6.205787953928231e-07
2023-01-27,22:30,18,11,1,64,6.205787953928231e-07
2023-01-13,20:00,18,11,1,26,6.205787953928231e-07
2023-01-18,21:15,18,11,2,32,6.205787953928231e-07
2023-01-26,14:15,18,11,1,43,6.205787953928231e-07
2023-01-01,18:30,18,11,2,42,6.205787953928231e-07
2023-01-30,01:15,18,11,1,32,6.205787953928231e-07
2023-01-27,18:00,19,0,2,16,5.982155955588474e-07
2023-01-08,08:45,19,0,2,22,5.982155955588474e-07
2023-01-30,14:45,19,0,2,12,5.982155955588474e-07
2023-01-22,23:15,19,0,2,15,5.982155955588474e-07
2023-01-27,12:15,19,2,2,30,5.982155955588474e-07
2023-01-22,10:00,19,2,2,55,5.982155955588474e-07
2023-01-27,05:00,19,2,2,70,5.982155955588474e-07
2023-01-16,09:00,19,2,1,16,5.982155955588474e-07
2023-01-24,15:15,19,2,2,40,5.982155955588474e-07
2023-01-04,20:30,19,2,2,38,5.982155955588474e-07
2023-01-01,21:30,19,3,2,46,5.982155955588474e-07
2023-01-02,05:30,19,3,1,50,5.982155955588474e-07
2023-01-27,10:15,19,3,1,58,5.982155955588474e-07
2023-01-23,05:30,19,3,2,27,5.982155955588474e-07
2023-01-24,05:30,19,3,2,34,5.982155955588474e-07
2023-01-08,20:00,19,3,1,60,5.982155955588474e-07
2023-01-19,19:15,19,3,1,56,5.982155955588474e-07
2023-01-20,03:15,19,3,1,55,5.982155955588474e-07
2023-01-02,00:00,19,3,2,44,5.982155955588474e-07
2023-01-30,05:30,19,4,1,28,5.982155955588474e-07
2023-01-02,19:30,19,4,1,42,5.982155955588474e-07
2023-01-17,18:30,19,4,1,70,5.982155955588474e-07
2023-01-22,21:45,19,4,2,15,5.982155955588474e-07
2023-01-13,18:45,19,4,2,24,5.982155955588474e-07
2023-01-03,15:15,19,4,2,27,5.982155955588474e-07
2023-01-31,15:45,19,4,1,59,5.982155955588474e-07
2023-01-25,12:00,19,4,1,36,5.982155955588474e-07
2023-01-17,07:15,19,4,2,35,5.982155955588474e-07
2023-01-27,05:30,19,4,1,46,5.982155955588474e-07
2023-01-10,11:15,19,4,1,64,5.982155955588474e-07
2023-01-20,23:30,19,4,1,37,5.982155955588474e-07
2023-01-04,12:15,19,4,1,37,5.982155955588474e-07
2023-01-10,21:45,19,4,2,68,5.982155955588474e-07
2023-01-23,10:45,19,4,2,23,5.982155955588474e-07
2023-01-28,21:15,19,4,1,17,5.982155955588474e-07
2023-01-10,19:00,19,4,1,19,5.982155955588474e-07
2023-01-16,23:15,19,4,2,15,5.982155955588474e-07
2023-01-31,01:30,19,4,2,48,5.982155955588474e-07
2023-01-07,03:30,19,4,1,28,5.982155955588474e-07
2023-01-09,01:45,19,4,2,70,5.982155955588474e-07
2023-01-02,23:45,19,4,1,63,5.982155955588474e-07
2023-01-06,11:30,19,4,2,70,5.982155955588474e-07
2023-01-11,04:00,19,4,1,16,5.982155955588474e-07
2023-01-01,06:15,19,4,1,53,5.982155955588474e-07
2023-01-05,23:30,19,4,2,46,5.982155955588474e-07
2023-01-23,14:45,19,4,2,20,5.982155955588474e-07
2023-01-03,06:15,19,4,1,18,5.982155955588474e-07
2023-01-30,19:00,19,4,2,63,5.982155955588474e-07
2023-01-03,10:00,19,4,1,62,5.982155955588474e-07
2023-01-25,18:00,19,4,1,20,5.982155955588474e-07
2023-01-02,19:00,19,4,2,45,5.982155955588474e-07
2023-01-19,11:15,19,4,2,42,5.982155955588474e-07
2023-01-20,13:15,19,4,1,60,5.982155955588474e-07
2023-01-25,08:45,19,4,2,41,5.982155955588474e-07
2023-01-16,09:30,19,4,2,54,5.982155955588474e-07
2023-01-05,13:00,19,4,2,69,5.982155955588474e-07
2023-01-22,10:00,19,4,2,51,5.982155955588474e-07
2023-01-10,18:30,19,5,2,18,5.982155955588474e-07
2023-01-28,19:00,19,5,2,43,5.982155955588474e-07
2023-01-23,09:00,19,5,1,67,5.982155955588474e-07
2023-01-09,14:00,19,5,2,55,5.982155955588474e-07
2023-01-18,18:45,19,5,2,37,5.982155955588474e-07
2023-01-17,19:00,19,6,2,69,5.982155955588474e-07
2023-01-21,17:45,19,6,1,45,5.982155955588474e-07
2023-01-11,08:15,19,6,2,20,5.982155955588474e-07
2023-01-31,08:45,19,6,2,47,5.982155955588474e-07
2023-01-06,08:15,19,7,1,61,5.982155955588474e-07
2023-01-14,20:15,19,7,2,30,5.982155955588474e-07
2023-01-01,22:30,19,7,2,22,5.982155955588474e-07
2023-01-10,13:15,19,7,2,56,5.982155955588474e-07
2023-01-16,22:45,19,7,2,38,5.982155955588474e-07
2023-01-19,14:00,19,7,2,15,5.982155955588474e-07
2023-01-19,14:00,19,7,1,56,5.982155955588474e-07
2023-01-25,20:15,19,7,2,45,5.982155955588474e-07
2023-01-14,06:00,19,8,2,53,5.982155955588474e-07
2023-01-31,00:00,19,8,1,43,5.982155955588474e-07
2023-01-12,11:45,19,8,1,49,5.982155955588474e-07
2023-01-14,21:45,19,8,2,34,5.982155955588474e-07
2023-01-09,11:30,19,8,1,51,5.982155955588474e-07
2023-01-19,01:00,19,8,1,33,5.982155955588474e-07
2023-01-12,04:45,19,8,1,50,5.982155955588474e-07
2023-01-28,01:30,19,8,1,58,5.982155955588474e-07
2023-01-04,21:30,19,10,1,23,5.982155955588474e-07
2023-01-04,14:45,19,10,2,44,5.982155955588474e-07
2023-01-25,09:30,19,10,2,17,5.982155955588474e-07
2023-01-17,23:45,19,10,1,19,5.982155955588474e-07
2023-01-12,05:30,19,10,1,53,5.982155955588474e-07
2023-01-04,13:30,19,10,2,56,5.982155955588474e-07
2023-01-06,04:30,19,10,1,66,5.982155955588474e-07
2023-01-16,05:45,19,10,2,28,5.982155955588474e-07
2023-01-25,06:15,19,10,2,47,5.982155955588474e-07
2023-01-02,00:00,19,11,1,46,5.982155955588474e-07
2023-01-13,00:15,19,11,1,39,5.982155955588474e-07
2023-01-12,21:30,19,11,1,65,5.982155955588474e-07
2023-01-24,03:45,19,11,1,46,5.982155955588474e-07
2023-01-25,11:15,19,11,1,38,5.982155955588474e-07
2023-01-31,00:45,19,11,1,24,5.982155955588474e-07
2023-01-02,04:45,19,11,2,58,5.982155955588474e-07
2023-01-26,01:45,19,11,2,66,5.982155955588474e-07
2023-01-07,03:30,19,11,2,46,5.982155955588474e-07
2023-01-19,06:30,19,11,1,54,5.982155955588474e-07
2023-01-09,08:15,19,11,2,26,5.982155955588474e-07
2023-01-10,10:15,19,11,2,61,5.982155955588474e-07
2023-01-06,23:30,19,11,1,61,5.982155955588474e-07
2023-01-15,21:15,19,11,1,24,5.982155955588474e-07
2023-01-08,15:15,19,11,1,66,5.982155955588474e-07
2023-01-16,16:00,19,11,1,40,5.982155955588474e-07
2023-01-31,09:45,20,0,2,25,1.0269658408339876e-06
2023-01-29,20:00,20,0,2,18,1.0269658408339876e-06
2023-01-08,08:30,20,0,2,24,1.0269658408339876e-06
2023-01-06,15:15,20,0,2,13,1.0269658408339876e-06
2023-01-08,07:00,20,0,2,25,1.0269658408339876e-06
2023-01-20,04:45,20,0,2,13,1.0269658408339876e-06
2023-01-03,17:30,20,0,2,29,1.0269658408339876e-06
2023-01-09,17:30,20,0,2,20,1.0269658408339876e-06
2023-01-14,13:30,20,0,2,26,1.0269658408339876e-06
2023-01-19,22:45,20,0,1,19,1.0269658408339876e-06
2023-01-18,18:15,20,0,2,21,1.0269658408339876e-06
2023-01-14,05:45,20,0,2,26,1.0269658408339876e-06
2023-01-22,15:00,20,0,2,24,1.0269658408339876e-06
2023-01-07,02:30,20,0,2,23,1.0269658408339876e-06
2023-01-06,09:00,20,0,2,18,1.0269658408339876e-06
2023-01-09,06:45,20,0,2,30,1.0269658408339876e-06
2023-01-06,06:30,20,2,1,56,1.0269658408339876e-06
2023-01-16,05:45,20,2,1,21,1.0269658408339876e-06
2023-01-14,00:45,20,2,2,35,1.0269658408339876e-06
2023-01-12,19:30,20,2,1,23,1.0269658408339876e-06
2023-01-15,17:00,20,2,1,38,1.0269658408339876e-06
2023-01-17,08:00,20,2,2,39,1.0269658408339876e-06
2023-01-21,23:00,20,2,2,48,1.0269658408339876e-06
2023-01-05,00:30,20,2,1,50,1.0269658408339876e-06
2023-01-28,07:15,20,2,1,35,1.0269658408339876e-06
2023-01-15,11:30,20,2,2,15,1.0269658408339876e-06
2023-01-26,09:30,20,2,1,66,1.0269658408339876e-06
2023-01-13,04:45,20,2,2,67,1.0269658408339876e-06
2023-01-07,06:30,20,2,1,31,1.0269658408339876e-06
2023-01-31,08:15,20,2,1,37,1.0269658408339876e-06
2023-01-11,21:15,20,2,1,26,1.0269658408339876e-06
2023-01-24,00:15,20,2,1,24,1.0269658408339876e-06
2023-01-14,16:15,20,2,2,48,1.0269658408339876e-06
2023-01-25,01:45,20,2,1,48,1.0269658408339876e-06
2023-01-04,01:00,20,2,2,40,1.0269658408339876e-06
2023-01-26,04:00,20,2,1,38,1.0269658408339876e-06
2023-01-24,02:15,20,2,2,69,1.0269658408339876e-06
2023-01-19,08:00,20,2,1,43,1.0269658408339876e-06
2023-01-22,13:15,20,2,1,22,1.0269658408339876e-06
2023-01-25,10:30,20,2,2,31,1.0269658408339876e-06
2023-01-05,00:00,20,2,2,31,1.0269658408339876e-06
2023-01-01,14:00,20,2,1,55,1.0269658408339876e-06
2023-01-12,03:15,20,2,1,17,1.0269658408339876e-06
2023-01-15,02:00,20,2,2,58,1.0269658408339876e-06
2023-01-15,02:45,20,2,2,23,1.0269658408339876e-06
2023-01-10,18:15,20,2,1,34,1.0269658408339876e-06
2023-01-01,05:15,20,2,2,68,1.0269658408339876e-06
2023-01-11,03:30,20,2,2,52,1.0269658408339876e-06
2023-01-30,09:15,20,2,1,60,1.0269658408339876e-06
2023-01-03,19:15,20,2,1,55,1.0269658408339876e-06
2023-01-14,16:00,20,2,1,48,1.0269658408339876e-06
2023-01-11,22:30,20,2,1,51,1.0269658408339876e-06
2023-01-24,22:15,20,2,1,37,1.0269658408339876e-06
2023-01-25,04:15,20,2,2,28,1.0269658408339876e-06
2023-01-09,00:45,20,2,1,32,1.0269658408339876e-06
2023-01-01,21:00,20,2,1,18,1.0269658408339876e-06
2023-01-13,05:00,20,2,1,38,1.0269658408339876e-06
2023-01-08,05:15,20,2,1,28,1.0269658408339876e-06
2023-01-16,02:15,20,2,1,39,1.0269658408339876e-06
2023-01-12,17:00,20,2,1,27,1.0269658408339876e-06
2023-01-02,12:45,20,2,2,69,1.0269658408339876e-06
2023-01-25,17:45,20,2,1,67,1.0269658408339876e-06
2023-01-31,09:45,20,2,1,40,1.0269658408339876e-06
2023-01-05,20:00,20,2,2,70,1.0269658408339876e-06
2023-01-30,06:45,20,2,2,57,1.0269658408339876e-06
2023-01-12,10:30,20,2,1,41,1.0269658408339876e-06
2023-01-02,06:15,20,2,2,31,1.0269658408339876e-06
2023-01-14,17:30,20,2,2,28,1.0269658408339876e-06
2023-01-24,17:00,20,2,1,33,1.0269658408339876e-06
2023-01-22,00:30,20,2,1,17,1.0269658408339876e-06
2023-01-10,00:30,20,3,2,30,1.0269658408339876e-06
2023-01-30,16:45,20,3,1,28,1.0269658408339876e-06
2023-01-05,06:00,20,3,1,29,1.0269658408339876e-06
2023-01-04,10:00,20,3,2,50,1.0269658408339876e-06
2023-01-12,23:00,20,3,1,58,1.0269658408339876e-06
2023-01-25,06:30,20,3,2,60,1.0269658408339876e-06
2023-01-25,04:45,20,3,1,25,1.0269658408339876e-06
2023-01-04,08:00,20,3,2,57,1.0269658408339876e-06
2023-01-09,00:45,20,3,2,60,1.0269658408339876e-06
2023-01-30,10:30,20,3,2,25,1.0269658408339876e-06
2023-01-07,21:45,20,3,2,39,1.0269658408339876e-06
2023-01-19,14:00,20,3,2,38,1.0269658408339876e-06
2023-01-21,16:00,20,3,2,53,1.0269658408339876e-06
2023-01-25,22:45,20,3,2,32,1.0269658408339876e-06
2023-01-02,06:45,20,3,2,60,1.0269658408339876e-06
2023-01-02,17:30,20,3,1,27,1.0269658408339876e-06
2023-01-24,08:00,20,3,2,30,1.0269658408339876e-06
2023-01-11,17:15,20,3,1,55,1.0269658408339876e-06
2023-01-31,21:00,20,3,1,52,1.0269658408339876e-06
2023-01-20,00:00,20,3,2,27,1.0269658408339876e-06
2023-01-18,05:45,20,3,1,34,1.0269658408339876e-06
2023-01-19,17:15,20,3,2,45,1.0269658408339876e-06
2023-01-20,14:00,20,3,1,36,1.0269658408339876e-06
2023-01-07,20:15,20,3,2,47,1.0269658408339876e-06
2023-01-26,19:00,20,3,1,32,1.0269658408339876e-06
2023-01-20,16:00,20,3,1,55,1.0269658408339876e-06
2023-01-06,17:00,20,3,2,47,1.0269658408339876e-06
2023-01-08,21:30,20,3,2,32,1.0269658408339876e-06
2023-01-29,19:30,20,3,1,25,1.0269658408339876e-06
2023-01-10,11:45,20,3,1,25,1.0269658408339876e-06
2023-01-01,00:00,20,3,1,37,1.0269658408339876e-06
2023-01-12,15:00,20,3,2,60,1.0269658408339876e-06
2023-01-12,23:45,20,3,2,59,1.0269658408339876e-06
2023-01-30,22:45,20,3,1,39,1.0269658408339876e-06
2023-01-01,00:15,20,3,2,33,1.0269658408339876e-06
2023-01-05,12:45,20,3,1,45,1.0269658408339876e-06
2023-01-24,18:15,20,3,2,32,1.0269658408339876e-06
2023-01-21,08:00,20,3,1,52,1.0269658408339876e-06
2023-01-18,03:00,20,3,2,56,1.0269658408339876e-06
2023-01-17,03:00,20,3,1,32,1.0269658408339876e-06
2023-01-17,17:00,20,3,1,35,1.0269658408339876e-06
2023-01-31,19:30,20,3,1,48,1.0269658408339876e-06
2023-01-20,07:00,20,3,2,42,1.0269658408339876e-06
2023-01-15,22:30,20,3,1,30,1.0269658408339876e-06
2023-01-29,00:15,20,3,2,51,1.0269658408339876e-06
2023-01-19,13:00,20,3,1,43,1.0269658408339876e-06
2023-01-28,21:45,20,3,2,26,1.0269658408339876e-06
2023-01-20,18:30,20,3,2,54,1.0269658408339876e-06
2023-01-26,03:00,20,3,1,44,1.0269658408339876e-06
2023-01-03,12:30,20,3,2,49,1.0269658408339876e-06
2023-01-31,01:15,20,3,1,38,1.0269658408339876e-06
2023-01-26,05:15,20,3,2,58,1.0269658408339876e-06
2023-01-18,15:15,20,3,1,26,1.0269658408339876e-06
2023-01-21,08:45,20,3,2,38,1.0269658408339876e-06
2023-01-20,23:15,20,3,2,45,1.0269658408339876e-06
2023-01-20,18:00,20,3,2,43,1.0269658408339876e-06
2023-01-15,04:45,20,3,1,32,1.0269658408339876e-06
2023-01-22,07:00,20,3,1,30,1.0269658408339876e-06
2023-01-21,00:00,20,3,2,29,1.0269658408339876e-06
2023-01-02,05:15,20,3,1,44,1.0269658408339876e-06
2023-01-26,01:00,20,3,1,52,1.0269658408339876e-06
2023-01-05,18:15,20,3,1,41,1.0269658408339876e-06
2023-01-04,08:00,20,3,2,43,1.0269658408339876e-06
2023-01-30,08:00,20,3,2,30,1.0269658408339876e-06
2023-01-05,12:15,20,3,2,47,1.0269658408339876e-06
2023-01-02,19:45,20,3,2,37,1.0269658408339876e-06
2023-01-10,01:00,20,3,2,32,1.0269658408339876e-06
2023-01-15,16:15,20,3,1,60,1.0269658408339876e-06
2023-01-31,02:15,20,3,1,27,1.0269658408339876e-06
2023-01-10,15:45,20,3,1,58,1.0269658408339876e-06
2023-01-21,16:30,20,3,1,29,1.0269658408339876e-06
2023-01-27,00:15,20,3,1,35,1.0269658408339876e-06
2023-01-10,18:45,20,3,2,50,1.0269658408339876e-06
2023-01-04,21:00,20,3,1,55,1.0269658408339876e-06
2023-01-02,00:30,20,3,1,42,1.0269658408339876e-06
2023-01-01,09:15,20,3,1,46,1.0269658408339876e-06
2023-01-10,05:45,20,3,1,40,1.0269658408339876e-06
2023-01-07,17:45,20,3,1,30,1.0269658408339876e-06
2023-01-10,10:15,20,3,2,25,1.0269658408339876e-06
2023-01-28,06:45,20,3,2,36,1.0269658408339876e-06
2023-01-16,00:30,20,3,1,57,1.0269658408339876e-06
2023-01-10,11:00,20,3,2,41,1.0269658408339876e-06
2023-01-18,10:15,20,3,2,28,1.0269658408339876e-06
